2715281,116120007I060200208980100001,1,1,NO SIRVE,,,,5000,1998-4-15
2715282,116120007I060200212980100001,1,1,GILARDONI NINGUNA,,,,800,1998-4-14
2715283,116120007I060200272980100001,1,1,BECKMAN 24 1001224NINGUNA,,,,7000,1998-4-7
2715284,116120007I060200276980100001,1,1,NEGRO TRIPOLAR SIN,,,,1500,1998-4-15
2715285,116120007I060200276980100002,1,1,KROSS L-2116 331874GAERTNER 14X 1147AUB,,,,1500,1998-4-16
2715286,116120007I060200290990100001,1,1,ADC PANEL DE DISTRIBUIDOR DE FIBRAOPTICA ADC TELECOMUNICATI,,,,1000,1999-2-25
2715287,116120007I060200292010100001,1,1,AES-9911 AES-9911-004APARATO DE EXTRACCION SOXHLET,,,,5492,2001-2-21
2715289,116120007I060200310980100002,1,1,LAB-VOLT GENERADOR RF AF.,,,,550,1998-5-6
2715290,116120007I060200310980100003,1,1,LAB-VOLT GENERADOR RF AF.,,,,550,1998-5-6
2715296,116120007I060200310980100009,1,1,LAB VOLT RF/AF 779 GENERADOR DE FRECUENCIA,,,,824,1998-12-10
2715298,116120007I060200310980100011,1,1,EICO 377 GENERADOR FRECUENCIA ACUSTICA,,,,800,1998-12-14
2715299,116120007I060200312000100001,1,1,GENERADOR DE SEÑALES UNIVERSALFG-7002C S/0009,,,S/0009,5750,2000-8-25
2715300,116120007I060200312000100002,1,1,GENERADOR DE SEÑALES UNIVERSALEZ DIGITAL FG 7002C S/1607,,,S/0009,5750,2000-8-25
2715301,116120007I060200312000100003,1,1,PROTEK 9205C 920517896GENERADOR DE SEÑALESMARCA PROTEK MODEL,,,,6267.5,2000-9-26
2715303,116120007I060200312010100002,1,1,EZ FG-7002 00101607GENERADOR DE FUNCIONES MARCAEZ FG-7002C S,,,FG7002C,5175,2001-2-14
2715304,116120007I060200312010100003,1,1,WAVETEK FG2C 01010073GENERADOR DE FUNCIONES WAVETEKS/0101007,,,,2000,2001-5-16
2715305,116120007I060200312010100004,1,1,WAVETEK FG2C 01010059GENERADOR DE FUNCIONES WAVETEKS/0101005,,,,2000,2001-5-16
2715306,116120007I060200312010100005,1,1,WAVETEK FG2C 01010092GENERADOR DE FUNCIONES WAVETEKS/0101009,,,,2000,2001-5-16
2715307,116120007I060200312010100006,1,1,WAVETEK FG2C 01010096GENERADOR DE FUNCIONES WAVETEKS/0101009,,,,2000,2001-5-16
2715308,116120007I060200312020100001,1,1,INSTEK GFG-8215A B670737GENERADOR INSTEC MOD.GFG-8215AS/B670,,,,2265.5,2002-8-22
2715309,116120007I060200312020100002,5,1,INSTEK GFG-8215A B670737GENERADOR INSTEC MOD.GFG-8215AS/B670,,,,2265.5,2002-8-22
2715310,116120007I060200312020100003,5,1,INSTEK GFG-8215A B670737GENERADOR INSTEC MOD.GFG-8215AS/B670,,,,2265.5,2002-8-22
2715311,116120007I060200312020100004,5,1,INSTEK GFG-8215A B670737GENERADOR INSTEC MOD.GFG-8215AS/B670,,,,2265.5,2002-8-22
2715312,116120007I060200312020100005,1,1,INSTEK GFG-8215A B670737GENERADOR INSTEC MOD.GFG-8215AS/B670,,,,2265.5,2002-8-22
2715313,116120007I060200312020100006,5,1,INSTEK GFG-8215A B670737GENERADOR INSTEC MOD.GFG-8215AS/B670,,,,2265.5,2002-8-22
2715314,116120007I060200312020100007,1,1,INSTEK GFG-8215A B670737GENERADOR INSTEC MOD.GFG-8215AS/B670,,,,2265.5,2002-8-22
2715315,116120007I060200312020100008,1,1,BK PRESICI ON 4017A 3320601GENERADOR BK PRECISION 4017AS/332,,,,3703,2002-8-22
2715316,116120007I060200312020100009,1,1,BK PRESICI ON 4017A 3320601GENERADOR BK PRECISION 4017AS/332,,,,3703,2002-8-22
2715317,116120007I060200312020100010,1,1,BK PRESICI ON 4017A 3320601GENERADOR BK PRECISION 4017AS/332,,,,3703,2002-8-22
2715319,116120007I060200312020100012,1,1,BK PRESICI ON 4017A 3320601GENERADOR BK PRECISION 4017AS/332,,,,3703,2002-8-22
2715320,116120007I060200312020100013,1,1,BK PRESICI ON 4017A 3320601GENERADOR BK PRECISION 4017AS/332,,,,3703,2002-8-22
2715321,116120007I060200312020100014,1,1,BK PRESICI ON 4017A 3320601GENERADOR BK PRECISION 4017AS/332,,,,3703,2002-8-22
2715322,116120007I060200312020100015,1,1,BK PRESICI ON 4017A 3320601GENERADOR BK PRECISION 4017AS/332,,,,3703,2002-8-22
2715325,116120007I060200312020100018,1,1,BK PRESICI ON 4017A 3320601GENERADOR BK PRECISION 4017AS/332,,,,3703,2002-8-22
2715326,116120007I060200312020100019,1,1,BK PRESICI ON 4017A 3320601GENERADOR BK PRECISION 4017AS/332,,,,3703,2002-8-22
2715327,116120007I060200312020100020,1,1,BK PRESICI ON 4017A 3320601GENERADOR BK PRECISION 4017AS/332,,,,3703,2002-8-22
2715328,116120007I060200312020100021,1,1,BK PRESICI ON 4017A 3320601GENERADOR BK PRECISION 4017AS/332,,,,3703,2002-8-22
2715329,116120007I060200312980100001,1,1,FEEDBACK FG601 601/62,,,,824,1998-5-6
2715332,116120007I060200312980100004,1,1,LEADER LSW-251 0090445GENERADOR DE ONDA.,,,,824,1998-5-6
2715333,116120007I060200312980100007,1,1,FEEDBACK F6601 601/62/11GENERADOR DE FUNCIONES.,,,,824,1998-5-7
2715334,116120007I060200312980100008,1,1,LEADER LSW333 511010GENERADOR DE SEñAL.,,,,824,1998-5-7
2715335,116120007I060200312980100009,1,1,LEADER LSW333 507002GENERADOR DE SEñAL.,,,,824,1998-5-7
2715336,116120007I060200312980100010,1,1,LEADER 17-A 9040591GENERADOR DE SEñAL.,,,,550,1998-5-8
2715337,116120007I060200312980100011,1,1,LEADER 17-A 9040553GENERADOR DE SEñAL.,,,,550,1998-5-8
2715338,116120007I060200312980100012,1,1,EMG 900218MOD. TYPETR-O33210,,,,824,1998-5-8
2715339,116120007I060200312980100013,1,1,EMG 900230MOD. TYPETR-O33210,,,,824,1998-5-8
2715345,116120007I060200312980100019,1,1,3015 21-0956GENERADOR DE FUNCIONES,,,,824,1998-5-8
2715346,116120007I060200312980100020,1,1,3015 21-09420GENERADOR DE FUNCIONES,,,,824,1998-5-8
2715355,116120007I060200312980100029,1,1,TEIKTRNOKS TN503 125482GENERADOR,,,,824,1998-12-10
2715356,116120007I060200312980100030,1,1,TEIKTRNOKS TN503 125299GENERADOR,,,,824,1998-12-10
2715357,116120007I060200312980100031,1,1,BK 1248 GENERADOR,,,,824,1998-12-14
2715358,116120007I060200336980100001,4,1,NOVATECH DBO 051671NINGUNA,,,,5000,1998-4-15
2715359,116120007I060200360980100001,1,1,CARLZEISS GENA 431455LEITZ 6843,,,,80,1998-4-6
2715360,116120007I060200366980100001,4,2,21 LITROS,,,,400,1998-4-7
2715361,116120007I060200366980100002,4,2,21 LITROS,,,,400,1998-4-7
2715363,116120007I060200374000100001,1,1,PROTEK 6502 650223781OSCILOSCOPIO PROTEK 6502DOS CANALES 20,,,,7428.25,2000-9-19
2715364,116120007I060200374000100002,1,1,PROTEK 6502 650223788OSCILOSCOPIO PROTEK 6502DOS CANALES 20,,,,7428.25,2000-9-19
2715365,116120007I060200374000100003,1,1,PROTEK 6502 650223789OSCILOSCOPIO PROTEK 6502DOS CANALES 20,,,,7428.25,2000-9-26
2715366,116120007I060200374010100001,1,1,EZ OS-5020 OSCILOSCOPIO MARCA EZ SERIEOS-5020,,,OS-5020,6900,2001-2-14
2715367,116120007I060200374010100002,1,1,EZ OS-5020 OSCILOSCOPIO MARCA EZ SERIEOS-5020 S/96472,,,OS-5020 S/96472,6900,2001-2-14
2715368,116120007I060200374010100003,1,1,EZ OS5020 0096542OSCILISCOPIO 2 CANALES EZMOD. OS5020,,,,8625,2001-2-26
2715369,116120007I060200374010100004,1,1,EZ OS5020 0096581OSCILISCOPIO 2 CANALES EZMOD. OS5020,,,,8625,2001-2-26
2715370,116120007I060200374010100005,1,1,EZ OS5020 0096513OSCILISCOPIO 2 CANALES EZMOD. OS5020,,,,8625,2001-2-26
2715371,116120007I060200374010100006,1,1,EZ OS5020 0096591OSCILISCOPIO 2 CANALES EZMOD. OS5020,,,,8625,2001-2-26
2715372,116120007I060200374010100007,1,1,EZ OS5020 0096546OSCILISCOPIO 2 CANALES EZMOD. OS5020,,,,8625,2001-2-26
2715373,116120007I060200374010100008,1,1,EZ OS5020 0096540OSCILISCOPIO 2 CANALES EZMOD. OS5020,,,,8625,2001-2-26
2715374,116120007I060200374010100009,1,1,EZ OS5020 0096545OSCILISCOPIO 2 CANALES EZMOD. OS5020,,,,8625,2001-2-26
2715375,116120007I060200374010100010,1,1,EZ OS5020 0096517OSCILISCOPIO 2 CANALES EZMOD. OS5020,,,,8625,2001-2-26
2715376,116120007I060200374010100011,1,1,EZ OS5020 0096631OSCILISCOPIO 2 CANALES EZMOD. OS5020,,,,8625,2001-2-26
2715377,116120007I060200374010100012,1,1,EZ OS5020 0096506OSCILISCOPIO 2 CANALES EZMOD. OS5020,,,,8625,2001-2-26
2715378,116120007I060200374010100013,1,1,FLUKE 43B DM7880075OSCILOSCOPIO FLUKE 43BS/DM7880075,,,,25000,2001-10-17
2715379,116120007I060200374010100014,1,1,EZ-DIGITAL OS-310M 1020046OSCILOSCOPIO DIGITAL DE 100MHZMARC,,,,28600,2001-12-17
2715380,116120007I060200374010100015,1,1,EZ-DIGITAL OS-310M 1020047OSCILOSCOPIO DIGITAL DE 100MHZMARC,,,,28600,2001-12-17
2715381,116120007I060200374010100016,1,1,EZ-DIGITAL OS-310M 1020048OSCILOSCOPIO DIGITAL DE 100MHZMARC,,,,28600,2001-12-17
2715382,116120007I060200374010100017,1,1,EZ-DIGITAL OS-310M 1090455OSCILOSCOPIO DIGITAL DE 100MHZMARC,,,,28600,2001-12-17
2715383,116120007I060200374010100018,1,1,EZ-DIGITAL OS-310M 1090456OSCILOSCOPIO DIGITAL DE 100MHZMARC,,,,28600,2001-12-17
2715384,116120007I060200374010100019,1,1,EZ-DIGITAL OS-310M 1090457OSCILOSCOPIO DIGITAL DE 100MHZMARC,,,,28600,2001-12-17
2715385,116120007I060200374010100020,1,1,EZ-DIGITAL OS-310M 1090458OSCILOSCOPIO DIGITAL DE 100MHZMARC,,,,28600,2001-12-17
2715386,116120007I060200374010100021,1,1,EZ-DIGITAL OS-310M 1050220OSCILOSCOPIO DIGITAL DE 100MHZMARC,,,,28600,2001-12-17
2715387,116120007I060200374010100022,1,1,EZ-DIGITAL OS-310M 1050221OSCILOSCOPIO DIGITAL DE 100MHZMARC,,,,28600,2001-12-17
2715388,116120007I060200374010100023,1,1,EZ-DIGITAL OS-310M 1050222OSCILOSCOPIO DIGITAL DE 100MHZMARC,,,,28600,2001-12-17
2715389,116120007I060200374010100024,1,1,EZ-DIGITAL OS-310M 1050223OSCILOSCOPIO DIGITAL DE 100MHZMARC,,,,28600,2001-12-17
2715390,116120007I060200374010100025,1,1,EZ-DIGITAL OS-310M 1090451OSCILOSCOPIO DIGITAL DE 100MHZMARC,,,,28600,2001-12-17
2715391,116120007I060200374010100026,1,1,EZ-DIGITAL OS-310M 1090452OSCILOSCOPIO DIGITAL DE 100MHZMARC,,,,28600,2001-12-17
2715392,116120007I060200374010100027,1,1,EZ-DIGITAL OS-310M 1090453OSCILOSCOPIO DIGITAL DE 100MHZMARC,,,,28600,2001-12-17
2715393,116120007I060200374010100028,1,1,EZ-DIGITAL OS-310M 1090454OSCILOSCOPIO DIGITAL DE 100MHZMARC,,,,28600,2001-12-17
2715394,116120007I060200374010100029,1,1,EZ-DIGITAL OS-310M 1090479OSCILOSCOPIO DIGITAL DE 100MHZMARC,,,,28600,2001-12-17
2715395,116120007I060200374010100030,1,1,EZ-DIGITAL OS-310M 1090480OSCILOSCOPIO DIGITAL DE 100MHZMARC,,,,28600,2001-12-17
2715396,116120007I060200374010100031,1,1,EZ-DIGITAL OS-310M 1090481OSCILOSCOPIO DIGITAL DE 100MHZMARC,,,,28600,2001-12-17
2715397,116120007I060200374010100032,1,1,EZ-DIGITAL OS-310M 1090482OSCILOSCOPIO DIGITAL DE 100MHZMARC,,,,28600,2001-12-17
2715398,116120007I060200374010100033,1,1,EZ-DIGITAL OS-310M 1020049OSCILOSCOPIO DIGITAL DE 100MHZMARC,,,,28600,2001-12-17
2715399,116120007I060200374010100034,1,1,FLUKE SCOPEMETER DM7950335OSCILOSCOPIO PORTATIL MARCAFLUKE M,,,,3416.15,2001-12-17
2715400,116120007I060200374010100035,1,1,FLUKE SCOPEMETER DM7950333OSCILOSCOPIO PORTATIL MARCAFLUKE M,,,,3416.15,2001-12-17
2715401,116120007I060200374980100001,1,1,PHILIPS LR39460C,,,,75,1998-5-7
2715402,116120007I060200374980100002,1,1,BX 1460 1853OSCILOSCOPIO BX PRECISION,,,,75,1998-5-7
2715403,116120007I060200374980100003,1,1,HP 54600A 3227A08592DE DOS CANALES.,,,,750,1998-5-6
2715404,116120007I060200374980100004,1,1,HP 54600A 3227A11799DE DOS CANALES.,,,,750,1998-5-6
2715405,116120007I060200374980100005,1,1,HP 54600A 3227A08687DE DOS CANALES.,,,,750,1998-5-6
2715406,116120007I060200374980100006,1,1,HP 54600A 3227A11818DE DOS CANALES.,,,,750,1998-5-6
2715407,116120007I060200374980100007,1,1,HP 54600A 3227A08685DE DOS CANALES.,,,,750,1998-5-6
2715408,116120007I060200374980100008,1,1,HP 54600A 3227A08731DE DOS CANALES.,,,,750,1998-5-6
2715409,116120007I060200374980100009,1,1,HP 54600A 3227A08686DE DOS CANALES.,,,,750,1998-5-6
2715410,116120007I060200374980100010,1,1,HP 54600A 3227A08599DE DOS CANALES.,,,,750,1998-5-6
2715411,116120007I060200374980100011,1,1,KIKUSUI 5060 47031229,,,,75,1998-5-7
2715412,116120007I060200374980100012,1,1,KIKUSUI COS5020 49222340NINGUNA,,,,750,1998-5-7
2715413,116120007I060200374980100013,1,1,KIKUSUI COS5020 49222338NINGUNA,,,,750,1998-5-7
2715414,116120007I060200374980100014,1,1,KIKUSUI COS5020 49222336NINGUNA,,,,750,1998-5-7
2715415,116120007I060200374980100015,1,1,KIKUSUI COS5020 49222331NINGUNA,,,,750,1998-5-7
2715416,116120007I060200374980100016,1,1,KIKUSUI COS5020 49222341NINGUNA,,,,750,1998-5-7
2715417,116120007I060200374980100017,1,1,KIKUSUI COS5020 49222342NINGUNA,,,,750,1998-5-7
2715418,116120007I060200374980100022,1,1,PHILIPS PM3230 DE DOS CANALES,,,,750,1998-5-8
2715420,116120007I060200374980100024,1,1,B&K 1403 31765,,,,750,1998-5-8
2715423,116120007I060200374980100027,1,1,SES 72300 8902473SERIE 8910-267,,,,550,1998-5-8
2715424,116120007I060200374980100028,1,1,SES 72300 8902453SERIE 8910-290,,,,550,1998-5-8
2715425,116120007I060200374980100029,1,1,SES 72300 8902498SERIE 8910-272,,,,550,1998-5-8
2715426,116120007I060200374980100030,1,1,ADVANCE IN OS15A 3686OSCILOSCOPIO ADVANCE INSTRUMEN,,,,550,1998-5-8
2715427,116120007I060200374980100031,1,1,ADVANCE IN OS25B 4327OSCILOSCOPIO ADVANCE INSTRUMEN,,,,550,1998-12-10
2715428,116120007I060200374980100032,1,1,BK 1405 7207OSCILOSCOPIO,,,,550,1998-5-8
2715429,116120007I060200374980100033,1,1,BK 1405 06511OSCILOSCOPIO,,,,550,1998-5-8
2715431,116120007I060200382980100002,3,1,BUHLER PARA AHOGADO DE ESPECIMENESMETALOGRAFICOS,,,,400,1998-4-15
2715432,116120007I060200402980100001,1,1,TELEMECANI TSXT317 POGRAMADOR TELEMECANIQUE,,,,1500,1998-11-17
2715433,116120007I060200402980100002,1,1,MICROSHIP VIT9529203SERIE VIT952920325.,,,,1500,1998-5-6
2715434,116120007I060200402980100003,1,1,MICROCHIP VIT9529203SERIE VIT952920312.,,,,1500,1998-5-6
2715435,116120007I060200402980100004,1,1,ART PROGRAMADOR DE MEMORIAS,,,,1500,1998-5-8
2715436,116120007I060200402980100005,1,1,ART PROGRAMADOR DE MEMORIAS,,,,1500,1998-5-8
2715437,116120007I060200402980100006,1,1,ART PROGRAMADOR DE MEMORIAS,,,,1500,1998-5-8
2715438,116120007I060200402980100007,1,1,ART PROGRAMADOR DE MEMORIAS,,,,1500,1998-5-8
2715439,116120007I060200402980100008,1,1,ART PROGRAMADOR DE MEMORIAS,,,,1500,1998-5-8
2715440,116120007I060200402980100009,1,1,ART PROGRAMADOR DE MEMORIAS,,,,1500,1998-5-8
2715441,116120007I060200402980100010,1,1,ART PROGRAMADOR DE MEMORIAS,,,,1500,1998-5-8
2715442,116120007I060200402980100011,1,1,ART PROGRAMADOR DE MEMORIAS,,,,1500,1998-5-8
2715443,116120007I060200402980100012,1,1,ART PROGRAMADOR DE MEMORIAS,,,,1500,1998-5-8
2715444,116120007I060200402980100013,1,1,ART PROGRAMADOR DE MEMORIAS,,,,1500,1998-5-8
2715445,116120007I060200402980100014,1,1,ART PROGRAMADOR DE MEMORIAS,,,,1500,1998-5-8
2715446,116120007I060200402980100015,1,1,ART PROGRAMADOR DE MEMORIAS,,,,1500,1998-5-8
2715447,116120007I060200402980100016,1,1,ART PROGRAMADOR DE MEMORIAS,,,,1500,1998-5-8
2715449,116120007I060200402980100018,1,1,JAMECO JE680 20348PROGRAMADOR UNIVERSAL DEMEMORIAS,,,,1500,1998-5-8
2715451,116120007I060200434980100002,1,1,PARA 40 A 400 HZ 3 FASES,,,,300,1998-4-14
2715452,116120007I060200454010100001,1,1,"SQUARE ""D"" KAL36175 INTERRUPTOR KAL 36175 AUTOMAT.DE 200 AMP",,,,5364.86,2001-10-15
2715453,116120007I060200454010100002,1,1,"SQUARE ""D"" KAL36175 INTERRUPTOR KAL 36175 AUTOMAT.DE 175 AMP",,,,5520,2001-10-15
2715454,116120007I060200468980100001,1,1,RECOLD CAMARA DE REFRIGERACION,,,,1500,1998-4-14
2715455,116120007I060200468980100002,3,1,COPELAND NINGUNA,,,,6000,1998-4-14
2715456,116120007I060200488020100002,6,3,ASPIRADORA,,,,598.98,2002-11-11
2715457,116120007I060200488030100001,1,1,ASPIRADORA PARA ALBERCA,,,S/N,2695,2003-6-20
2715458,116120007I060200490010100001,4,2,FELISA FE-1500L 0110138BOMBA DE VACIO MARCA FELISAMODELO FE-,,,,6440,2001-12-3
2715459,116120007I060200490030100001,1,1,SIEMENS FE-1600L 0305041BOMBA DE VACIO LUBRICADA DE 36LTOS X,,,S/N,5405,2003-10-1
2715460,116120007I060200490980100001,1,1,NO. 54940ENRICO BEEZZI,,,,500,1998-4-15
2715461,116120007I060200490980100002,1,1,WELCH 14102 23673CON MOTOR DE 1/3 HPDUOSENAL,,,,2000,1998-4-15
2715462,116120007I060200490980100003,4,2,GENERALELE 67083452,,,,1500,1998-12-14
2715463,116120007I060200506980100001,1,1,DE CHISPA,,,,50,1998-12-15
2715464,116120007I060200506980100002,1,1,DE CHISPA,,,,50,1998-12-15
2715465,116120007I060200506980100003,1,1,DE CHISPA,,,,50,1998-12-15
2715466,116120007I060200514980100001,1,1,MARCA TRITON ENGINNERING,,,,1000,1998-10-24
2715467,116120007I060200514980100002,1,1,MARCA PASCALL ENERIEERING,,,,1000,1998-10-24
2715468,116120007I060200514980100003,1,1,KUTESZ,,,,1000,1998-10-24
2715469,116120007I060200516980100001,3,1,DE DOS DISCOS PARA ANALISISMETALOGRAFICOS,,,,800,1998-4-15
2715471,116120007I060400004010100001,1,1,VIRTUAL 0D9E58C1D00010MOA11 ADAPTADOR P/PIZARRONELECTRONICO,,,,746.35,2001-3-13
2715472,116120007I060400004030100001,1,1,ADAPTADOR DE AC P/OSCILOSCOPIO,,,S/N,1725,2003-9-10
2715474,116120007I060400306010100001,1,1,LITTMAN IID64180ESTESTOSCOPIO LITTMAN CON MANGUERA DE HULE,,,,1150,2001-10-1
2715475,116120007I060400428980100001,4,2,741783SWIFT,,,,750,1998-4-6
2715476,116120007I060400428980100002,1,1,741774SWIFT,,,,750,1998-4-6
2715477,116120007I060400428980100003,4,2,741747SWIFT,,,,750,1998-4-6
2715478,116120007I060400428980100004,4,2,741748SWIFT,,,,750,1998-4-6
2715479,116120007I060400428980100005,1,1,78261KARLZEIS JENA 431455,,,,750,1998-4-6
2715480,116120007I060400428980100006,1,1,737114FORTY BINOCULARES,,,,750,1998-4-6
2715481,116120007I060400428980100009,4,2,41T42TFORTYBINOCULARES,,,,750,1998-4-6
2715482,116120007I060400428980100010,4,2,41T42TFORTYBINOCULARES,,,,750,1998-4-6
2715483,116120007I060400428980100011,4,2,41T42TFORTYBINOCULARES,,,,750,1998-4-6
2715484,116120007I060400428980100012,4,2,41T42TFORTYBINOCULARES,,,,750,1998-4-6
2715485,116120007I060400428980100014,4,2,41T42TFORTYBINOCULARES,,,,750,1998-4-6
2715486,116120007I060400428980100015,4,2,41T42TFORTYBINOCULARES,,,,750,1998-4-6
2715487,116120007I060400428980100016,4,2,2EJGEN X52-1078N 019951BINOCULAR,,,,750,1998-4-6
2715488,116120007I060400428980100017,4,2,2EJGEN X52-1078N 020219BINOCULAR,,,,750,1998-4-6
2715490,116120007I060400428980100020,4,2,ROSSBACH 737152SIN DESCRIPCION,,,,1500,1998-4-7
2715491,116120007I060400428980100021,1,1,NIKON CON DOBLE OCULAR Y PLATINAPLASTICA CON UN LENTE DE,,,,600,1998-4-15
2715492,116120007I060400428980100022,4,2,AMERICAN BIOCULAR 904790CON 3 LENTES,,,,2500,1998-4-7
2715493,116120007I060400428980100023,1,1,ZEISS BIFOCAL 040208CON FORRO Y CON CONDENSADORADICIONAL,,,,2500,1998-4-7
2715494,116120007I060400428980100024,3,1,GALILEO METALOGRAFICO FOTOGRAFICO,,,,1000,1998-4-15
2715496,116120007I060400428980100026,1,1,SIXTY 61 60-215NINGUNA,,,,1500,1998-4-15
2715498,116120007I060600026980100001,1,1,CASSINETTI AP13 423189AMPERIMETRO PORTATIL CASSINETTI ITALY,,,,90,1998-5-6
2715499,116120007I060600026980100002,1,1,CASSINETTI AP13 423115AMPRERIMETRO PORTATIL CASSINETI ITALY,,,,90,1998-5-6
2715500,116120007I060600026980100003,1,1,ACC-ACA 3239,,,,700,1998-5-8
2715501,116120007I060600026980100004,1,1,ACC-ACA 3234,,,,700,1998-5-8
2715502,116120007I060600026980100005,1,1,ACC-ACA 3233,,,,700,1998-5-8
2715503,116120007I060600026980100006,1,1,ACC-ACA 3237,,,,700,1998-5-8
2715504,116120007I060600026980100007,1,1,ACC-ACA 3247,,,,700,1998-5-8
2715505,116120007I060600026980100008,1,1,CMC CL.13 690349AMPERIMETRO P/CC,,,,80,1998-12-14
2715506,116120007I060600026980100009,1,1,CMC CL.13 690350AMPERIMETRO P/CC,,,,80,1998-12-14
2715507,116120007I060600026980100010,1,1,CMC CL.13 690351AMPERIMETRO P/CC,,,,80,1998-12-14
2715508,116120007I060600026980100011,1,1,CMC AP.13 690324AMPERIMETRO P/CA,,,,80,1998-12-14
2715509,116120007I060600026980100012,1,1,CMC AP.13 690327AMPERIMETRO P/CA,,,,80,1998-12-14
